_time,user,action,search
2025-12-10T20:24:44.269+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| table _time, eventName, userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:24:26.716+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(userIdentity.sessionContext.attributes.mfaAuthenticated
| table _time, eventName, userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:24:23.040+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnull(userIdentity.sessionContext.attributes.mfaAuthenticated
| table _time, eventName, userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:24:17.113+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnull(userIdentity.sessionContext.attributes.mfaAuthenticated
| table _time, eventName, userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:23:23.222+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:23:23.159+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where (additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:23:23.144+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:23:19.354+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:23:14.156+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where (additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:22:58.995+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:22:53.072+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnull(additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:22:40.423+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnull(additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:20:53.195+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| stats count by userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:20:53.135+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| stats count by userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:20:44.081+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| stats count by userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:20:42.215+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| stats count by userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:20:23.021+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| stats count by userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:20:15.535+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| stats count by userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:19:23.033+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| where isnotnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| table _time, eventName, userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:19:20.392+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| where isnotnull(userIdentity.sessionContext.attributes.mfaAuthenticated)
| table _time, eventName, userIdentity.sessionContext.attributes.mfaAuthenticated'"
2025-12-10T20:18:53.167+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:18:38.763+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:15:53.040+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:15:40.264+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| stats count by additionalEventData.MFAUsed'"
2025-12-10T20:14:53.084+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:14:53.072+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:cloudtra"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:14:53.061+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:cloudtrail"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:13:53.137+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| search *MFA*
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:13:53.057+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| search *MFA*
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:13:44.197+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| search *MFA*
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:13:38.029+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| search *MFA*
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:13:31.901+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:13:31.248+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:cloudtra"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:13:30.727+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:cloudtrail"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:13:23.082+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| search *MFA*
| fieldsummary
| search field=""*MFA*""'"
2025-12-10T20:13:16.525+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| search *MFA*
| fieldsummary
| search field=""*MFA*""'"
2025-12-10T20:10:53.091+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| search *MFA*
| fieldsummary
| search field=""*MFA*""'"
2025-12-10T20:10:26.301+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| search *MFA*
| fieldsummary
| search field=""*MFA*""'"
2025-12-10T20:09:23.086+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| fieldsummary
| search field=""*mfa*"" OR field=""*MFA*""
| table field, count'"
2025-12-10T20:08:53.204+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| fieldsummary
| search field=""*mfa*"" OR field=""*MFA*""
| table field, count'"
2025-12-10T20:08:23.096+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:cloudtrail"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:08:23.088+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| fieldsummary
| search field=""*mfa*"" OR field=""*MFA*""
| table field, count, ""First Example Value""'"
2025-12-10T20:07:53.045+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:07:52.440+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| fieldsummary
| search field=""*mfa*"" OR field=""*MFA*""
| table field, count, ""First Example Value""'"
2025-12-10T20:07:25.476+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:07:23.021+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:07:14.820+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:07:13.304+0800,kimjoe,search,"'typeahead prefix=""index=botsv3 sourcetype=aws:cloudtrail"" max_time=""1"" count=""50"" use_cache=1'"
2025-12-10T20:06:53.034+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:06:49.706+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail NOT eventName=""ConsoleLogin""
| where isnotnull(additionalEventData.MFAUsed)
| table _time, eventName, additionalEventData.MFAUsed'"
2025-12-10T20:06:23.076+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| search *MFA*
| fieldsummary
| search field=""*MFA*""
| table field, count'"
2025-12-10T20:06:16.783+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| search *MFA*
| fieldsummary
| search field=""*MFA*""
| table field, count'"
2025-12-10T20:05:23.042+0800,kimjoe,search,"'| search (index=botsv3 sourcetype=aws:cloudtrail ""userIdentity.type""=""IAMUser"") | stats values(userIdentity.userName) as usernames | eval usernames=mvdedup(usernames) | eval usernames=mvsort(usernames) | eval answer=mvjoin(usernames,"","")'"
2025-12-10T20:05:23.033+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
| stats dc(userIdentity.userName) as unique_users
| appendcols [
    search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
    | stats values(userIdentity.userName) as usernames
    | eval usernames = mvdedup(usernames)
    | eval usernames = mvsort(usernames)
    | eval answer = mvjoin(usernames, "","")
]
| table unique_users, answer'"
2025-12-10T20:05:19.831+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
| stats dc(userIdentity.userName) as unique_users
| appendcols [
    search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
    | stats values(userIdentity.userName) as usernames
    | eval usernames = mvdedup(usernames)
    | eval usernames = mvsort(usernames)
    | eval answer = mvjoin(usernames, "","")
]
| table unique_users, answer'"
2025-12-10T20:04:53.049+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
| stats values(userIdentity.userName) as usernames
| eval usernames = mvdedup(usernames)
| eval usernames = mvmap(usernames, lower(usernames))
| eval sorted_usernames = mvsort(usernames)
| eval answer = mvjoin(sorted_usernames, "","")
| table answer'"
2025-12-10T20:04:33.793+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
| stats values(userIdentity.userName) as usernames
| eval usernames = mvdedup(usernames)
| eval usernames = mvmap(usernames, lower(usernames))
| eval sorted_usernames = mvsort(usernames)
| eval answer = mvjoin(sorted_usernames, "","")
| table answer'"
2025-12-10T20:03:53.049+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
| stats values(userIdentity.userName) as usernames'"
2025-12-10T20:03:41.726+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail userIdentity.type=""IAMUser""
| stats values(userIdentity.userName) as usernames'"
2025-12-10T20:02:23.112+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| head 5
| table _time, eventName, userIdentity.*'"
2025-12-10T20:02:23.094+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Suspect Workstation"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Suspect"", ""Normal"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 2)
| table computer, AssociatedUser, Role, TotalEvents, RelativeActivity, SuspectDevice'"
2025-12-10T20:02:17.809+0800,kimjoe,search,"'search index=botsv3 sourcetype=aws:cloudtrail
| head 5
| table _time, eventName, userIdentity.*'"
2025-12-10T20:01:58.361+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Suspect Workstation"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Suspect"", ""Normal"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 2)
| table computer, AssociatedUser, Role, TotalEvents, RelativeActivity, SuspectDevice'"
2025-12-09T13:56:22.164+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Suspect Workstation"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Suspect"", ""Normal"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 2)
| table computer, AssociatedUser, Role, TotalEvents, RelativeActivity, SuspectDevice'"
2025-12-09T13:55:52.161+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| stats count by computer'"
2025-12-09T13:55:51.087+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Suspect Workstation"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Suspect"", ""Normal"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 2)
| table computer, AssociatedUser, Role, TotalEvents, RelativeActivity, SuspectDevice'"
2025-12-09T13:55:38.539+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| stats count by computer'"
2025-12-09T13:55:22.405+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Suspect Workstation"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Suspect"", ""Normal"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 2)
| table computer, AssociatedUser, Role, TotalEvents, RelativeActivity, SuspectDevice'"
2025-12-09T13:55:00.741+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Suspect Workstation"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Suspect"", ""Normal"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 2)
| table computer, AssociatedUser, Role, TotalEvents, RelativeActivity, SuspectDevice'"
2025-12-09T13:53:22.283+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**INVESTIGATION TARGET**"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Primary (bstoll'"
2025-12-09T13:52:55.209+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**INVESTIGATION TARGET**"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Primary (bstoll'"
2025-12-09T13:52:52.337+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex ""ComputerName=(?<computer>\S+)""
| eval user_from_host=lower(mvindex(split(computer, ""-""), 0))
| where computer=""BSTOLL-L.froth.ly"" OR computer=""SEPM""
| stats count as events by computer, user_from_host
| eval investigation_status=if(computer=""BSTOLL-L.froth.ly"", ""PRIMARY TARGET - Bud'"
2025-12-09T13:52:30.088+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex ""ComputerName=(?<computer>\S+)""
| eval user_from_host=lower(mvindex(split(computer, ""-""), 0))
| where computer=""BSTOLL-L.froth.ly"" OR computer=""SEPM""
| stats count as events by computer, user_from_host
| eval investigation_status=if(computer=""BSTOLL-L.froth.ly"", ""PRIMARY TARGET - Bud'"
2025-12-09T13:51:52.094+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval ExtractedUser=lower(mvindex(split(computer, ""-""), 0))
| eval UserDeviceMatch=case(
    computer=""BSTOLL-L.froth.ly"" AND ExtractedUser=""bstoll"", ""✓ Direct Match (Suspect)"",
    match(computer, ""-L\.froth\.ly$""), ""Standard User Device"",
    true(), ""Other/Server""
)
| eval Relevance=case(
    ExtractedUser=""bstoll"", ""**PRIMARY SUSPECT** - Bud'"
2025-12-09T13:51:42.555+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval ExtractedUser=lower(mvindex(split(computer, ""-""), 0))
| eval UserDeviceMatch=case(
    computer=""BSTOLL-L.froth.ly"" AND ExtractedUser=""bstoll"", ""✓ Direct Match (Suspect)"",
    match(computer, ""-L\.froth\.ly$""), ""Standard User Device"",
    true(), ""Other/Server""
)
| eval Relevance=case(
    ExtractedUser=""bstoll"", ""**PRIMARY SUSPECT** - Bud'"
2025-12-09T13:51:22.228+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**INVESTIGATION TARGET**"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Primary (bstoll'"
2025-12-09T13:51:22.152+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Pattern=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Primary Suspect'"
2025-12-09T13:51:14.649+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**INVESTIGATION TARGET**"",
    match(computer, ""SEPM""), ""Security Server"",
    match(computer, ""-L\.froth\.ly$""), ""Standard Workstation"",
    true(), ""Other""
)
| stats count as TotalEvents, values(User) as AssociatedUser by computer, Role
| sort -TotalEvents
| eval SuspectDevice=if(match(computer, ""BSTOLL-L""), ""Primary (bstoll'"
2025-12-09T13:50:53.651+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=lower(mvindex(split(computer, ""-""), 0))
| eval Pattern=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""Primary Suspect'"
2025-12-09T13:48:52.233+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**Investigation Target** (bstoll'"
2025-12-09T13:48:52.155+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**Investigation Target** (bstoll'"
2025-12-09T13:48:48.084+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**Investigation Target** (bstoll'"
2025-12-09T13:48:24.676+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**Investigation Target** (bstoll'"
2025-12-09T13:48:22.148+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**Investigation Target** (bstoll'"
2025-12-09T13:48:12.189+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval Role=case(
    match(computer, ""BSTOLL-L\.froth\.ly""), ""**Investigation Target** (bstoll'"
2025-12-09T13:47:52.224+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=upper(mvindex(split(computer, ""-""), 0))
| stats count as ActivityCount by computer, User
| sort -ActivityCount
| eval is_bstoll=if(match(computer, ""BSTOLL-L""), ""PRIMARY SUSPECT"", ""Other"")'"
2025-12-09T13:47:52.145+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=upper(mvindex(split(computer, ""-""), 0))
| stats count as ActivityCount by computer, User
| sort -ActivityCount
| eval is_bstoll=if(match(computer, ""BSTOLL-L""), ""PRIMARY SUSPECT"", ""Other"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 1)'"
2025-12-09T13:47:38.413+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=upper(mvindex(split(computer, ""-""), 0))
| stats count as ActivityCount by computer, User
| sort -ActivityCount
| eval is_bstoll=if(match(computer, ""BSTOLL-L""), ""PRIMARY SUSPECT"", ""Other"")'"
2025-12-09T13:47:24.089+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=upper(mvindex(split(computer, ""-""), 0))
| stats count as ActivityCount by computer, User
| sort -ActivityCount
| eval is_bstoll=if(match(computer, ""BSTOLL-L""), ""PRIMARY SUSPECT"", ""Other"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 1)'"
2025-12-09T13:47:22.225+0800,kimjoe,search,"'search index=botsv3 sourcetype=WinEventLog:*
| rex field=_raw ""ComputerName=(?<computer>[^\s]+)""
| eval User=upper(mvindex(split(computer, ""-""), 0))
| stats count as ActivityCount by computer, User
| sort -ActivityCount
| eval is_bstoll=if(match(computer, ""BSTOLL-L""), ""PRIMARY SUSPECT"", ""Other"")
| eval RelativeActivity=round(TotalEvents*100/sum(TotalEvents), 1)
| table computer, Role, TotalEvents, RelativeActivity'"
